,date,air_GW,real_pop_GW,pop_GW,pop_male_GW,pop_female_GW,mvpop_GW,station_GW,air_DDM,real_pop_DDM,pop_DDM,pop_male_DDM,pop_female_DDM,mvpop_DDM,station_DDM,air_SD,real_pop_SD,pop_SD,pop_male_SD,pop_female_SD,mvpop_SD,station_SD,air_JL,real_pop_JL,pop_JL,pop_male_JL,pop_female_JL,mvpop_JL,station_JL,keyword_diet,keyword_exercise,keyword_healthypleasure,keyword_environment,keyword_green,keyword_dust,keyword_,temp_avg,temp_low,temp_high,rain(mm),relative_humidity,distance_stage,distance_total,distance_value,distance_nominal,GW_demand,DDM_demand,SD_demand,JL_demand
10,1/11/2018,33.0,405.727,357785,161143,174428,426164,37,37.0,403.563,350118,159955,175005,202008,42,34.0,371.558,304955,133233,150316,359781,50,37.0,372.536,407731,179184,203027,187721,46,62.9686,9.25241,0.0,0.02142,0.01764,0.00339,1.00812,-11.1,-13.6,-7.4,0.0,49.8,0.0,0,0.0,0,0.52,0.346,0.596,0.138
11,1/12/2018,24.0,408.292,357785,161143,174428,446283,37,26.0,403.214,350118,159955,175005,207743,42,25.0,372.219,304955,133233,150316,360026,50,29.0,370.565,407731,179184,203027,188369,46,58.0741,8.36052,0.0,0.02021,0.01639,0.00302,1.07416,-10.2,-15.3,-5.4,0.0,35.4,0.0,0,0.0,0,0.514,0.318,0.596,0.136
12,1/13/2018,55.0,423.432,357785,161143,174428,400798,37,61.0,405.747,350118,159955,175005,198583,42,52.0,358.66,304955,133233,150316,252838,50,54.0,385.66,407731,179184,203027,153512,46,55.08665,7.36712,0.0,0.0101,0.01289,0.00312,8.17932,-4.4,-6.6,-1.2,0.4,67.3,0.0,0,0.0,0,0.492,0.296,0.454,0.188
13,1/14/2018,74.0,424.829,357785,161143,174428,306175,37,76.0,404.445,350118,159955,175005,150114,42,66.0,350.624,304955,133233,150316,187500,50,72.0,396.259,407731,179184,203027,112894,46,72.63432,8.49104,0.0,0.01001,0.01299,0.0054,59.34527,0.6,-4.4,5.4,0.0,64.1,0.0,0,0.0,0,0.496,0.414,0.554,0.17
14,1/15/2018,73.0,403.802,357785,161143,174428,444831,37,79.0,404.771,350118,159955,175005,230283,42,72.0,370.065,304955,133233,150316,367022,50,73.0,370.998,407731,179184,203027,198262,46,83.38046,10.41983,0.0,0.02053,0.01611,0.01257,47.26998,4.7,1.8,7.7,0.2,63.9,0.0,0,0.0,0,0.722,0.52,0.918,0.26
15,1/16/2018,109.0,403.474,357785,161143,174428,442738,37,124.0,403.8,350118,159955,175005,224630,42,109.0,371.315,304955,133233,150316,369323,50,116.0,369.82,407731,179184,203027,197530,46,74.03379,10.1733,0.0,0.02351,0.01844,0.01536,36.51408,3.5,0.1,6.8,0.0,59.1,0.0,0,0.0,0,0.844,0.63,1.012,0.258
16,1/17/2018,119.0,403.263,357785,161143,174428,458262,37,125.0,401.858,350118,159955,175005,230402,42,114.0,368.723,304955,133233,150316,379743,50,116.0,369.184,407731,179184,203027,202163,46,68.43593,10.06453,0.0,0.02337,0.01639,0.019,34.72774,4.5,2.4,8.7,0.0,64.1,0.0,0,0.0,0,0.82,0.59,0.9,0.24
17,1/18/2018,86.0,405.068,357785,161143,174428,455158,37,96.0,401.213,350118,159955,175005,229618,42,89.0,370.303,304955,133233,150316,374728,50,97.0,368.833,407731,179184,203027,200102,46,64.09252,8.91886,0.0,0.02295,0.01932,0.019,37.77396,2.1,0.3,4.5,0.0,59.6,0.0,0,0.0,0,0.788,0.638,1.01,0.228
18,1/19/2018,61.0,402.908,357785,161143,174428,485332,37,65.0,401.751,350118,159955,175005,246732,42,64.0,368.607,304955,133233,150316,385371,50,66.0,367.574,407731,179184,203027,205695,46,58.59618,8.32426,0.0,0.01974,0.01797,0.01275,37.45846,1.0,-2.5,5.5,0.0,43.0,0.0,0,0.0,0,0.984,0.634,1.126,0.294
19,1/20/2018,101.0,422.231,357785,161143,174428,413869,37,110.0,399.571,350118,159955,175005,211196,42,105.0,356.395,304955,133233,150316,262073,50,109.0,386.4,407731,179184,203027,157535,46,53.49865,7.30911,0.0,0.01075,0.01317,0.01252,32.4305,2.2,-1.0,6.9,0.0,57.6,0.0,0,0.0,0,0.77,0.486,0.804,0.276
20,1/21/2018,64.0,422.851,357785,161143,174428,306988,37,65.0,401.518,350118,159955,175005,154237,42,63.0,347.446,304955,133233,150316,179155,50,66.0,397.387,407731,179184,203027,115486,46,65.69501,9.33217,0.0,0.01061,0.01438,0.01229,31.74537,0.4,-3.7,5.5,0.0,36.6,0.0,0,0.0,0,0.664,0.448,0.648,0.268
21,1/22/2018,48.0,405.757,357785,161143,174428,441439,37,53.0,402.85,350118,159955,175005,231286,42,53.0,370.708,304955,133233,150316,365079,50,54.0,373.502,407731,179184,203027,197959,46,77.34754,10.75338,0.0,0.01937,0.01839,0.00805,18.47428,0.2,-5.3,4.0,3.3,56.5,0.0,0,0.0,0,0.624,0.396,0.692,0.162
22,1/23/2018,25.0,403.307,357785,161143,174428,421891,37,28.0,399.466,350118,159955,175005,203079,42,24.0,371.593,304955,133233,150316,359431,50,29.0,371.269,407731,179184,203027,190093,46,70.75629,10.40533,0.0,0.02253,0.01769,0.00665,6.82864,-11.7,-14.6,-5.3,0.0,42.0,0.0,0,0.0,0,0.432,0.386,0.636,0.11
23,1/24/2018,29.0,405.534,357785,161143,174428,410222,37,29.0,399.975,350118,159955,175005,191779,42,32.0,370.277,304955,133233,150316,345689,50,33.0,370.572,407731,179184,203027,182844,46,65.70226,10.03553,0.0,0.02333,0.01588,0.00437,3.41257,-14.2,-16.3,-10.7,0.0,31.6,0.0,0,0.0,0,0.396,0.302,0.498,0.088
24,1/25/2018,24.0,404.59,357785,161143,174428,414092,37,21.0,399.503,350118,159955,175005,197931,42,26.0,369.152,304955,133233,150316,350585,50,22.0,371.074,407731,179184,203027,184466,46,62.46102,8.65782,0.0,0.02477,0.0149,0.00456,2.49274,-14.0,-16.4,-9.5,0.0,32.6,0.0,0,0.0,0,0.444,0.306,0.492,0.098
25,1/26/2018,33.0,407.765,357785,161143,174428,436397,37,30.0,397.197,350118,159955,175005,202714,42,33.0,370.103,304955,133233,150316,352031,50,30.0,372.956,407731,179184,203027,187652,48,52.69378,8.17924,0.0,0.02328,0.0169,0.004,2.13048,-14.8,-17.8,-10.7,0.0,34.9,0.0,0,0.0,0,0.36,0.29,0.526,0.088
26,1/27/2018,47.0,424.604,357785,161143,174428,374117,37,45.0,402.145,350118,159955,175005,179262,42,49.0,358.757,304955,133233,150316,242891,50,45.0,390.797,407731,179184,203027,143788,48,49.85135,8.5853,0.0,0.01653,0.01126,0.00358,2.89305,-9.9,-15.9,-3.5,0.0,37.4,0.0,0,0.0,0,0.358,0.278,0.352,0.116
27,1/28/2018,34.0,425.018,357785,161143,174428,287381,37,27.0,403.362,350118,159955,175005,142873,42,32.0,350.585,304955,133233,150316,171056,50,30.0,398.708,407731,179184,203027,108777,48,62.77282,9.2379,0.0,0.01429,0.01178,0.00395,2.78421,-6.3,-9.3,-1.2,0.0,36.0,0.0,0,0.0,0,0.316,0.294,0.334,0.128
28,1/29/2018,46.0,407.065,357785,161143,174428,425196,37,43.0,401.161,350118,159955,175005,211680,42,51.0,370.696,304955,133233,150316,351788,50,41.0,374.799,407731,179184,203027,192707,48,72.4603,10.94916,0.0,0.02212,0.01709,0.00447,2.80526,-8.5,-11.6,-4.7,0.0,35.0,0.0,0,0.0,0,0.574,0.366,0.62,0.132
29,1/30/2018,44.0,406.355,357785,161143,174428,455217,37,39.0,401.389,350118,159955,175005,235483,42,44.0,373.184,304955,133233,150316,382202,50,39.0,371.963,407731,179184,203027,205896,48,68.31266,10.15154,0.0,0.02584,0.0175,0.00572,4.79218,-5.3,-11.4,-0.8,2.9,62.0,0.0,0,0.0,0,0.444,0.288,0.512,0.098
30,1/31/2018,43.0,405.906,357785,161143,174428,451346,37,36.0,401.754,350118,159955,175005,233224,42,44.0,371.37,304955,133233,150316,378160,50,35.0,372.699,407731,179184,203027,203737,48,64.68711,9.75998,0.0,0.02342,0.01499,0.00488,5.0531,-2.6,-5.2,0.0,0.0,54.5,0.0,0,0.0,0,0.474,0.338,0.598,0.1
31,2/1/2018,41.0,407.34,357700,161397,174323,446626,37,36.0,402.576,349901,160296,174810,238154,42,43.0,373.121,305200,133644,150362,373467,50,34.0,371.086,407137,179365,202739,202468,48,62.90334,9.78899,0.0,0.0244,0.01588,0.00568,3.85782,-4.0,-8.8,1.2,0.0,44.1,0.0,0,0.0,0,0.726,0.43,0.816,0.202
32,2/2/2018,56.0,408.735,357700,161397,174323,477728,37,53.0,402.22,349901,160296,174810,252351,42,59.0,370.405,305200,133644,150362,384256,50,51.0,371.359,407137,179365,202739,208063,48,51.94692,8.72308,0.0,0.02184,0.01397,0.00451,3.97321,-2.4,-7.6,3.8,0.0,51.1,0.0,0,0.0,0,0.732,0.47,0.886,0.224
33,2/3/2018,40.0,426.574,357700,161397,174323,403846,37,34.0,404.825,349901,160296,174810,201824,42,40.0,357.225,305200,133644,150362,256611,50,34.0,389.447,407137,179365,202739,156131,48,48.34312,8.01972,0.0,0.01294,0.01159,0.00209,2.40952,-7.3,-10.4,-2.1,0.5,47.0,0.0,0,0.0,0,0.448,0.312,0.44,0.152
34,2/4/2018,32.0,425.38,357700,161397,174323,286649,37,30.0,404.915,349901,160296,174810,138233,42,34.0,350.578,305200,133644,150362,169716,50,29.0,400.765,407137,179365,202739,110968,48,57.97259,9.25241,0.0,0.01266,0.01164,0.00288,1.74475,-9.5,-12.8,-5.2,0.0,40.9,0.0,0,0.0,0,0.322,0.244,0.328,0.126
35,2/5/2018,28.0,406.216,357700,161397,174323,426833,37,23.0,401.478,349901,160296,174810,214551,42,32.0,369.648,305200,133644,150362,362033,50,23.0,373.959,407137,179365,202739,196568,48,64.99166,10.11529,0.0,0.023,0.01615,0.00516,1.50143,-9.4,-11.8,-5.1,0.0,37.8,0.0,0,0.0,0,0.522,0.362,0.622,0.144
36,2/6/2018,32.0,404.772,357700,161397,174323,428494,37,28.0,399.171,349901,160296,174810,214117,42,34.0,369.372,305200,133644,150362,364084,50,28.0,372.351,407137,179365,202739,195816,48,61.04705,9.57871,0.0,0.02319,0.01657,0.00475,1.28288,-10.1,-12.8,-5.8,0.0,36.5,0.0,0,0.0,0,0.472,0.342,0.592,0.114
37,2/7/2018,43.0,404.595,357700,161397,174323,444046,37,39.0,398.873,349901,160296,174810,227866,42,43.0,369.025,305200,133644,150362,374637,50,39.0,371.177,407137,179365,202739,200637,48,54.41954,8.57805,0.0,0.02468,0.01788,0.00349,1.75676,-8.0,-13.4,-1.6,0.0,39.8,0.0,0,0.0,0,0.614,0.43,0.676,0.158
38,2/8/2018,54.0,405.676,357700,161397,174323,451767,37,50.0,400.559,349901,160296,174810,247043,42,56.0,368.471,305200,133644,150362,379102,50,49.0,370.619,407137,179365,202739,206013,48,52.62852,7.99796,0.0,0.02011,0.0162,0.00386,3.92068,-4.4,-9.7,2.0,0.0,43.3,0.0,0,0.0,0,0.706,0.476,0.758,0.174
39,2/9/2018,67.0,405.021,357700,161397,174323,479895,37,69.0,397.602,349901,160296,174810,254507,42,69.0,368.901,305200,133644,150362,385417,50,63.0,369.475,407137,179365,202739,209563,48,47.02342,7.51214,0.0,0.01816,0.01397,0.00535,26.7434,0.4,-5.3,6.1,0.0,43.9,0.0,0,0.0,0,0.838,0.48,0.946,0.23
40,2/10/2018,77.0,422.108,357700,161397,174323,396679,37,72.0,402.323,349901,160296,174810,217643,42,82.0,357.812,305200,133644,150362,259497,50,65.0,389.583,407137,179365,202739,157075,48,44.43477,7.25835,0.0,0.01052,0.0108,0.00572,23.39504,-0.5,-6.9,3.2,0.0,47.4,0.0,0,0.0,0,0.614,0.4,0.606,0.236
41,2/11/2018,52.0,424.304,357700,161397,174323,291650,37,50.0,401.387,349901,160296,174810,151014,42,59.0,351.088,305200,133644,150362,178130,50,48.0,398.138,407137,179365,202739,111228,48,53.65818,8.09948,0.0,0.01182,0.01187,0.0026,5.16138,-6.1,-9.5,-2.2,0.0,42.5,0.0,0,0.0,0,0.45,0.28,0.356,0.144
42,2/12/2018,50.0,404.49,357700,161397,174323,447283,37,46.0,397.328,349901,160296,174810,235550,42,56.0,369.903,305200,133644,150362,369059,50,45.0,374.464,407137,179365,202739,201546,48,54.87636,8.66507,0.0,0.02165,0.01513,0.00339,2.94935,-5.8,-9.6,-1.8,0.0,40.8,0.0,0,0.0,0,0.652,0.46,0.716,0.178
43,2/13/2018,49.0,402.276,357700,161397,174323,457402,37,47.0,396.374,349901,160296,174810,244418,42,55.0,369.14,305200,133644,150362,375362,50,47.0,372.866,407137,179365,202739,204253,48,48.1981,8.28076,0.0,0.01983,0.01695,0.00335,4.12591,-0.8,-7.4,4.3,0.0,54.5,0.0,0,0.0,0,0.788,0.52,0.892,0.288
44,2/14/2018,64.0,402.136,357700,161397,174323,473814,37,58.0,386.394,349901,160296,174810,239627,42,72.0,358.947,305200,133644,150362,358317,50,61.0,377.369,407137,179365,202739,201681,48,40.44666,6.74352,0.0,0.01541,0.01289,0.00488,11.05766,3.5,-0.7,8.7,0.0,51.0,0.0,0,0.0,0,0.9,0.55,0.994,0.272
45,2/15/2018,38.0,379.108,357700,161397,174323,220349,37,35.0,367.2,349901,160296,174810,115987,42,42.0,321.459,305200,133644,150362,123288,50,33.0,388.86,407137,179365,202739,89265,48,35.90022,6.35921,0.0,0.00777,0.01043,0.00312,7.10391,-0.7,-3.7,4.0,0.0,28.0,0.0,0,0.0,0,0.436,0.332,0.488,0.218
46,2/16/2018,44.0,360.934,357700,161397,174323,184308,37,41.0,355.436,349901,160296,174810,86622,42,49.0,310.106,305200,133644,150362,104035,50,41.0,382.805,407137,179365,202739,87531,48,43.81843,6.05467,0.0,0.00554,0.00721,0.00135,3.49113,-1.1,-5.5,4.9,0.0,40.1,0.0,0,0.0,0,0.318,0.244,0.398,0.192
47,2/17/2018,48.0,375.778,357700,161397,174323,260093,37,46.0,359.073,349901,160296,174810,116654,42,58.0,315.285,305200,133644,150362,140621,50,44.0,391.738,407137,179365,202739,101582,48,54.63708,7.21485,0.0,0.00796,0.00884,0.0019,3.58804,-3.0,-7.1,1.4,0.0,25.6,0.0,0,0.0,0,0.388,0.298,0.442,0.236
48,2/18/2018,35.0,400.578,357700,161397,174323,287644,37,32.0,378.469,349901,160296,174810,131911,42,39.0,331.6,305200,133644,150362,162091,50,33.0,394.384,407137,179365,202739,111299,48,75.90457,9.43368,0.0,0.00991,0.01112,0.00284,7.6585,-0.4,-4.9,5.2,0.0,26.9,0.0,0,0.0,0,0.65,0.368,0.568,0.262
49,2/19/2018,60.0,411.362,357700,161397,174323,453272,37,57.0,393.573,349901,160296,174810,218615,42,68.0,366.047,305200,133644,150362,352928,50,59.0,376.326,407137,179365,202739,199672,48,85.6283,11.5075,0.0,0.01979,0.01639,0.00554,8.10756,1.8,-1.9,6.8,0.0,48.6,0.0,0,0.0,0,0.954,0.628,1.22,0.32
50,2/20/2018,63.0,403.309,357700,161397,174323,468459,37,56.0,390.89,349901,160296,174810,229212,42,66.0,369.049,305200,133644,150362,377501,50,56.0,369.664,407137,179365,202739,207534,48,71.43064,10.26031,0.0,0.02151,0.01834,0.00558,13.30834,0.9,-2.4,5.5,0.0,41.0,0.0,0,0.0,0,0.958,0.74,1.238,0.302
51,2/21/2018,34.0,405.869,357700,161397,174323,477736,37,33.0,393.272,349901,160296,174810,231860,42,41.0,370.402,305200,133644,150362,385273,50,32.0,368.746,407137,179365,202739,208109,48,67.23225,9.62946,0.0,0.02049,0.0169,0.00381,4.46712,-0.9,-4.5,4.4,0.0,31.5,0.0,0,0.0,0,0.946,0.664,1.086,0.338
52,2/22/2018,44.0,409.49,357700,161397,174323,491422,37,42.0,396.742,349901,160296,174810,234132,42,49.0,372.953,305200,133644,150362,393388,50,41.0,369.007,407137,179365,202739,210772,48,67.18149,9.07838,0.0,0.02086,0.0156,0.00498,4.8204,1.3,-3.9,5.4,0.4,59.0,0.0,0,0.0,0,1.008,0.614,1.134,0.318
53,2/23/2018,86.0,410.361,357700,161397,174323,512015,37,87.0,396.351,349901,160296,174810,241849,42,95.0,371.748,305200,133644,150362,397758,50,83.0,369.19,407137,179365,202739,214945,48,58.25538,8.28076,0.0,0.01979,0.0156,0.006,19.83116,4.2,-0.3,8.6,3.7,81.1,0.0,0,0.0,0,0.744,0.466,0.896,0.246
54,2/24/2018,80.0,429.187,357700,161397,174323,448643,37,73.0,403.867,349901,160296,174810,213053,42,85.0,361.541,305200,133644,150362,284402,50,72.0,386.317,407137,179365,202739,170789,48,52.36023,8.16474,0.0,0.01206,0.01126,0.00558,23.28733,2.4,-1.1,7.2,0.0,49.4,0.0,0,0.0,0,0.866,0.624,0.808,0.288
55,2/25/2018,43.0,430.268,357700,161397,174323,335656,37,39.0,402.413,349901,160296,174810,154653,42,46.0,353.321,305200,133644,150362,192457,50,38.0,395.785,407137,179365,202739,126404,48,63.12812,8.61431,0.0,0.01089,0.01061,0.00381,10.79031,1.9,-1.6,7.9,0.0,40.6,0.0,0,0.0,0,0.926,0.588,0.932,0.314
56,2/26/2018,64.0,411.505,357700,161397,174323,477341,40,61.0,403.041,349901,160296,174810,234011,42,66.0,372.812,305200,133644,150362,380866,50,60.0,371.416,407137,179365,202739,206322,48,73.68573,10.57211,0.0,0.02053,0.01578,0.00502,8.9316,3.1,-3.2,10.4,0.0,43.1,0.0,0,0.0,0,1.274,0.828,1.448,0.394
57,2/27/2018,100.0,409.482,357700,161397,174323,474480,40,98.0,402.048,349901,160296,174810,227697,42,101.0,374.229,305200,133644,150362,380329,50,96.0,369.611,407137,179365,202739,206601,48,67.83409,10.15879,0.0,0.02593,0.01755,0.00712,24.76654,4.2,0.6,6.9,0.0,48.8,0.0,0,0.0,0,1.152,0.756,1.3,0.396
58,2/28/2018,64.0,409.313,357700,161397,174323,482936,40,74.0,406.281,349901,160296,174810,224781,42,73.0,377.901,305200,133644,150362,389795,50,63.0,369.597,407137,179365,202739,204473,48,59.14001,9.51345,0.0,0.02379,0.01601,0.00735,16.57329,4.6,1.8,7.8,25.0,73.3,0.0,0,0.0,0,0.522,0.354,0.554,0.15
59,3/1/2018,40.0,425.411,357149,161407,173946,333767,40,38.0,408.506,349308,160489,174476,165998,42,44.0,362.693,306532,134543,150937,219299,50,35.0,391.577,406868,179600,202526,127382,48,63.17163,8.72308,0.0,0.01588,0.01262,0.00456,8.58536,-0.2,-4.3,3.0,0.5,61.9,0.0,0,0.0,0,0.6,0.474,0.66,0.226
60,3/2/2018,63.0,415.521,357149,161407,173946,481545,40,63.0,414.568,349308,160489,174476,229680,42,74.0,375.831,306532,134543,150937,386612,50,60.0,372.833,406868,179600,202526,209026,48,58.60343,8.5563,0.0,0.02035,0.01411,0.004,7.64183,-0.7,-6.7,5.4,0.0,34.0,0.0,0,0.0,0,1.028,0.75,1.196,0.346
61,3/3/2018,57.0,433.268,357149,161407,173946,435222,40,54.0,410.082,349308,160489,174476,204309,42,65.0,362.417,306532,134543,150937,272612,50,53.0,386.497,406868,179600,202526,160324,48,57.04444,8.29526,0.0,0.01359,0.01159,0.00372,12.19236,7.9,-0.1,16.2,0.0,38.1,0.0,0,0.0,0,2.12,1.04,1.894,0.598
62,3/4/2018,35.0,431.695,357149,161407,173946,304254,40,30.0,415.011,349308,160489,174476,140823,42,30.0,357.619,306532,134543,150937,183968,50,25.0,398.646,406868,179600,202526,112960,48,72.77209,9.62946,0.0,0.01611,0.01164,0.00339,8.18878,9.8,7.6,11.9,11.5,89.1,0.0,0,0.0,0,0.616,0.446,0.628,0.26
63,3/5/2018,8.0,421.561,357149,161407,173946,478939,40,7.0,422.989,349308,160489,174476,230603,42,11.0,381.912,306532,134543,150937,407832,50,7.0,370.113,406868,179600,202526,213618,48,78.02914,12.10934,0.0,0.02859,0.01713,0.00409,4.42233,5.5,1.3,11.4,3.5,67.5,0.0,0,0.0,0,1.18,0.746,1.378,0.326
64,3/6/2018,30.0,421.649,357149,161407,173946,488974,40,26.0,425.516,349308,160489,174476,240973,42,33.0,384.018,306532,134543,150937,415136,50,25.0,367.214,406868,179600,202526,216926,48,64.79588,11.8193,0.0,0.03501,0.01709,0.00684,4.66458,4.5,-1.1,10.9,0.0,46.8,0.0,0,0.0,0,1.606,1.032,1.87,0.588
65,3/7/2018,25.0,420.549,357149,161407,173946,489903,40,24.0,424.971,349308,160489,174476,239251,42,31.0,382.378,306532,134543,150937,415240,50,23.0,365.16,406868,179600,202526,215908,48,63.59219,11.37698,0.0,0.0338,0.0175,0.00717,4.4104,6.4,2.2,10.7,0.5,54.0,0.0,0,0.0,0,1.55,0.938,1.612,0.53
66,3/8/2018,30.0,420.456,357149,161407,173946,484617,40,32.0,424.223,349308,160489,174476,231431,42,38.0,381.368,306532,134543,150937,410011,50,28.0,365.919,406868,179600,202526,209991,48,63.27314,10.8404,0.0,0.03585,0.0155,0.00572,3.93922,4.6,2.7,9.7,4.0,76.0,0.0,0,0.0,0,0.952,0.688,1.232,0.334
67,3/9/2018,45.0,418.626,357149,161407,173946,521361,40,42.0,420.465,349308,160489,174476,249995,42,57.0,379.858,306532,134543,150937,421544,50,44.0,364.832,406868,179600,202526,217258,48,53.98448,9.73098,0.0,0.03157,0.0156,0.00894,11.07182,4.5,1.4,9.6,0.0,63.3,0.0,0,0.0,0,1.612,0.998,1.732,0.606
68,3/10/2018,50.0,434.669,357149,161407,173946,456758,40,46.0,413.827,349308,160489,174476,216135,42,49.0,366.313,306532,134543,150937,289805,50,44.0,382.97,406868,179600,202526,168682,48,51.66412,7.84569,0.0,0.01844,0.01122,0.0061,16.92582,4.6,0.7,9.7,0.0,65.8,0.0,0,0.0,0,1.73,1.004,1.602,0.606
69,3/11/2018,57.0,435.843,357149,161407,173946,352352,40,56.0,412.522,349308,160489,174476,161652,42,58.0,355.056,306532,134543,150937,197729,50,54.0,393.038,406868,179600,202526,125249,48,69.10303,10.94191,0.0,0.02249,0.01234,0.00828,44.73705,6.4,2.7,12.2,0.0,51.3,0.0,0,0.0,0,2.144,1.018,1.886,0.712
70,3/12/2018,95.0,419.81,357149,161407,173946,485539,40,91.0,422.638,349308,160489,174476,235764,42,105.0,379.486,306532,134543,150937,406578,50,87.0,368.394,406868,179600,202526,215868,48,76.42665,11.73228,0.0,0.04223,0.0183,0.01476,31.91293,8.0,2.2,15.5,0.0,45.8,0.0,0,0.0,0,2.136,1.244,2.148,0.688
71,3/13/2018,77.0,418.779,357149,161407,173946,493011,40,66.0,422.273,349308,160489,174476,237875,42,79.0,381.555,306532,134543,150937,416619,50,64.0,364.451,406868,179600,202526,217355,48,73.63497,11.76854,0.0,0.04601,0.01825,0.01918,27.96597,12.4,5.2,18.8,0.0,60.5,0.0,0,0.0,0,2.608,1.462,2.47,0.798
72,3/14/2018,24.0,419.571,357149,161407,173946,513249,40,19.0,422.402,349308,160489,174476,240230,42,28.0,381.266,306532,134543,150937,424620,50,19.0,364.04,406868,179600,202526,219475,48,76.86172,11.36248,0.0,0.03944,0.0182,0.01271,14.30561,17.0,13.6,22.1,0.0,58.8,0.0,0,0.0,0,3.622,1.838,3.294,1.0
