date,air_GW,real_pop_GW,pop_GW,pop_male_GW,pop_female_GW,mvpop_GW,station_GW,air_DDM,real_pop_DDM,pop_DDM,pop_male_DDM,pop_female_DDM,mvpop_DDM,station_DDM,air_SD,real_pop_SD,pop_SD,pop_male_SD,pop_female_SD,mvpop_SD,station_SD,air_JL,real_pop_JL,pop_JL,pop_male_JL,pop_female_JL,mvpop_JL,station_JL,keyword_diet,keyword_exercise,keyword_healthypleasure,keyword_environment,keyword_green,keyword_dust,keyword_,temp_avg,temp_low,temp_high,rain(mm),relative_humidity,distance_stage,distance_total,distance_value,distance_nominal,GW_demand,DDM_demand,SD_demand,JL_demand
1/22/2018,0.6,0.303514596,0.773940904,-0.892288557,0.794929157,0.483825718,-0.518518519,0.916666667,0.611144646,0.8580701,-0.991445295,0.876368876,0.612734652,-0.25,0.703703704,0.259677919,0.353751557,-2.420091324,0.472544803,0.210089378,-0.3,0.958333333,0.66436968,1.282242991,-0.58984286,1.22351091,0.278433596,-0.166666667,1.838481627,0.522872312,0,-0.552968568,0.323210412,-0.164790997,2.024886866,-0.778409091,-0.796703297,-0.88,11,-0.207373272,0,0,0,0,-0.826761474,-0.77027027,-0.826968974,-0.734903382
1/23/2018,-0.32,0.219670785,0.773940904,-0.892288557,0.794929157,0.355690004,-0.518518519,-0.125,0.48347544,0.8580701,-0.991445295,0.876368876,0.229867115,-0.25,-0.37037037,0.305357696,0.353751557,-2.420091324,0.472544803,0.172275968,-0.3,-0.083333333,0.513511688,1.282242991,-0.58984286,1.22351091,0.161042876,-0.166666667,1.43733465,0.366011069,0,-0.36903376,0.171366594,-0.27733119,0.440372752,-1.454545455,-1.307692308,-1.411428571,0,-0.875576037,0,0,0,0,-0.85778927,-0.772683398,-0.838106603,-0.750603865
1/24/2018,-0.16,0.295883098,0.773940904,-0.892288557,0.794929157,0.279200561,-0.518518519,-0.083333333,0.502678639,0.8580701,-0.991445295,0.876368876,0.076486637,-0.25,-0.074074074,0.237431609,0.353751557,-2.420091324,0.472544803,0.080273156,-0.3,0.083333333,0.466423456,1.282242991,-0.58984286,1.22351091,0.052860149,-0.166666667,1.129743698,0.199347407,0,-0.322467986,-0.221258134,-0.460610932,-0.024420177,-1.596590909,-1.401098901,-1.72,0,-1.35483871,0,0,0,0,-0.863606981,-0.792953668,-0.865552904,-0.757246377
1/25/2018,-0.36,0.263577564,0.773940904,-0.892288557,0.794929157,0.304568129,-0.518518519,-0.416666667,0.48487135,0.8580701,-0.991445295,0.876368876,0.15999077,-0.25,-0.296296296,0.179364096,0.353751557,-2.420091324,0.472544803,0.11305192,-0.3,-0.375,0.500337792,1.282242991,-0.58984286,1.22351091,0.077066575,-0.166666667,0.932480109,-0.421567125,0,-0.238649593,-0.433839479,-0.445337621,-0.149572905,-1.585227273,-1.406593407,-1.651428571,0,-1.30875576,0,0,0,0,-0.855850032,-0.791988417,-0.866746221,-0.754227053
1/26/2018,0,0.372232299,0.773940904,-0.892288557,0.794929157,0.450775776,-0.518518519,-0.041666667,0.39787218,0.8580701,-0.991445295,0.876368876,0.22491279,-0.25,-0.037037037,0.228450501,0.353751557,-2.420091324,0.472544803,0.122732903,-0.3,-0.041666667,0.627482773,1.282242991,-0.58984286,1.22351091,0.124613846,-0.055555556,0.338040693,-0.637256404,0,-0.325378347,0,-0.490353698,-0.19886226,-1.630681818,-1.483516484,-1.72,0,-1.202764977,0,0,0,0,-0.869424693,-0.795849421,-0.859984089,-0.757246377
1/27/2018,0.56,0.948495945,0.773940904,-0.892288557,0.794929157,0.042534921,-0.518518519,0.583333333,0.584546895,0.8580701,-0.991445295,0.876368876,-0.093412784,-0.25,0.555555556,-0.357179725,0.353751557,-2.420091324,0.472544803,-0.607960366,-0.3,0.583333333,1.832792866,1.282242991,-0.58984286,1.22351091,-0.530004328,-0.055555556,0.165048892,-0.45425087,0,-0.718277066,-1.223427332,-0.524115756,-0.09510644,-1.352272727,-1.379120879,-1.308571429,0,-1.087557604,0,0,0,0,-0.869747899,-0.798745174,-0.894590294,-0.748792271
1/28/2018,0.04,0.962663838,0.773940904,-0.892288557,0.794929157,-0.526013228,-0.518518519,-0.166666667,0.630461028,0.8580701,-0.991445295,0.876368876,-0.587338645,-0.25,-0.074074074,-0.778982141,0.353751557,-2.420091324,0.472544803,-1.088896328,-0.3,-0.041666667,2.367247669,1.282242991,-0.58984286,1.22351091,-1.052501977,-0.055555556,0.951456423,-0.160133223,0,-0.848661234,-1.110629067,-0.49437299,-0.109915289,-1.147727273,-1.016483516,-1.177142857,0,-1.152073733,0,0,0,0,-0.876535229,-0.79488417,-0.898170247,-0.745169082
1/29/2018,0.52,0.348276924,0.773940904,-0.892288557,0.794929157,0.377354038,-0.518518519,0.5,0.547423225,0.8580701,-0.991445295,0.876368876,0.346612735,-0.25,0.62962963,0.259058532,0.353751557,-2.420091324,0.472544803,0.121106015,-0.3,0.416666667,0.751992974,1.282242991,-0.58984286,1.22351091,0.200053726,-0.055555556,1.541041604,0.611107606,0,-0.392898719,0.041214751,-0.452572347,-0.107051211,-1.272727273,-1.142857143,-1.377142857,0,-1.198156682,0,0,0,0,-0.834841629,-0.777509653,-0.841288783,-0.743961353
1/30/2018,0.44,0.32397933,0.773940904,-0.892288557,0.794929157,0.574139502,-0.518518519,0.333333333,0.556025051,0.8580701,-0.991445295,0.876368876,0.669702605,-0.25,0.37037037,0.387478063,0.353751557,-2.420091324,0.472544803,0.324728015,-0.3,0.333333333,0.560397244,1.282242991,-0.58984286,1.22351091,0.396883908,-0.055555556,1.288614029,0.251631483,0,-0.17636787,0.130151844,-0.352090032,0.163290547,-1.090909091,-1.131868132,-1.154285714,9.666666667,0.046082949,0,0,0,0,-0.855850032,-0.796332046,-0.862768496,-0.754227053
1/31/2018,0.4,0.308613668,0.773940904,-0.892288557,0.794929157,0.548765379,-0.518518519,0.208333333,0.569795518,0.8580701,-0.991445295,0.876368876,0.639040083,-0.25,0.37037037,0.293847424,0.353751557,-2.420091324,0.472544803,0.297666789,-0.3,0.166666667,0.610120254,1.282242991,-0.58984286,1.22351091,0.364663393,-0.055555556,1.06796113,0.075160895,0,-0.317229336,-0.414316703,-0.419614148,0.198791509,-0.9375,-0.791208791,-1.108571429,0,-0.299539171,0,0,0,0,-0.851001939,-0.784266409,-0.84566428,-0.753623188
2/1/2018,0.32,0.357687964,0.763854278,-0.829104478,0.775354213,0.517826124,-0.518518519,0.208333333,0.600807364,0.811120727,-0.914678073,0.820172911,0.705957406,-0.25,0.333333333,0.384226283,0.372820672,-2.044748858,0.479139785,0.266247113,-0.3,0.125,0.501148493,1.212850467,-0.548622182,1.166896009,0.345725073,-0.055555556,0.95939994,0.088235294,0,-0.260186263,-0.221258134,-0.355305466,0.036160856,-1.017045455,-0.989010989,-1.04,0,-0.778801843,0,0,0,0,-0.810277957,-0.762065637,-0.80230708,-0.722826087
2/2/2018,0.92,0.405427603,0.763854278,-0.829104478,0.775354213,0.721697464,-0.518518519,0.916666667,0.587376443,0.811120727,-0.914678073,0.820172911,0.898660296,-0.25,0.925925926,0.244038402,0.372820672,-2.044748858,0.479139785,0.338479563,-0.3,0.833333333,0.519591947,1.212850467,-0.548622182,1.166896009,0.429223812,-0.055555556,0.292586396,-0.39215536,0,-0.40919674,-0.635574837,-0.449356913,0.051860902,-0.926136364,-0.923076923,-0.891428571,0,-0.456221198,0,0,0,0,-0.809308339,-0.752413127,-0.788385044,-0.716183575
2/3/2018,0.28,1.015913213,0.763854278,-0.829104478,0.775354213,0.237406346,-0.518518519,0.125,0.685656078,0.811120727,-0.914678073,0.820172911,0.212832381,-0.25,0.222222222,-0.436254774,0.372820672,-2.044748858,0.479139785,-0.516104844,-0.3,0.125,1.741588974,1.212850467,-0.548622182,1.166896009,-0.345799693,-0.055555556,0.073257213,-0.709149826,0,-0.927240978,-1.151843818,-0.643890675,-0.160895878,-1.204545455,-1.076923077,-1.228571429,1.666666667,-0.64516129,0,0,0,0,-0.85520362,-0.790540541,-0.877088305,-0.737922705
2/4/2018,-0.04,0.975052188,0.763854278,-0.829104478,0.775354213,-0.530811434,-0.518518519,-0.041666667,0.689051536,0.811120727,-0.914678073,0.820172911,-0.650319656,-0.25,0,-0.77934345,0.372820672,-2.044748858,0.479139785,-1.09786764,-0.3,-0.083333333,2.506215376,1.212850467,-0.548622182,1.166896009,-1.019803901,-0.055555556,0.659311874,-0.15359377,0,-0.943538999,-1.140997831,-0.580385852,-0.25134496,-1.329545455,-1.208791209,-1.405714286,0,-0.926267281,0,0,0,0,-0.875565611,-0.806949807,-0.899363564,-0.745772947
2/5/2018,-0.2,0.319222477,0.763854278,-0.829104478,0.775354213,0.388084454,-0.518518519,-0.333333333,0.559382781,0.811120727,-0.914678073,0.820172911,0.385582235,-0.25,-0.074074074,0.204965418,0.372820672,-2.044748858,0.479139785,0.189696381,-0.3,-0.333333333,0.695243886,1.212850467,-0.548622182,1.166896009,0.257674571,-0.055555556,1.086496204,0.235294118,0,-0.341676368,-0.162689805,-0.397106109,-0.284451254,-1.323863636,-1.153846154,-1.4,0,-1.069124424,0,0,0,0,-0.84324499,-0.778474903,-0.84089101,-0.740338164
2/6/2018,-0.04,0.269805961,0.763854278,-0.829104478,0.775354213,0.398972187,-0.518518519,-0.125,0.472345884,0.811120727,-0.914678073,0.820172911,0.379691339,-0.25,0,0.190719521,0.372820672,-2.044748858,0.479139785,0.203427845,-0.3,-0.125,0.586609918,1.212850467,-0.548622182,1.166896009,0.246451863,-0.055555556,0.846425144,-0.006534946,0,-0.330616997,-0.071583514,-0.430064309,-0.314187323,-1.363636364,-1.208791209,-1.44,0,-1.129032258,0,0,0,0,-0.851325145,-0.783301158,-0.846857597,-0.749396135
2/7/2018,0.4,0.263748674,0.763854278,-0.829104478,0.775354213,0.500914412,-0.518518519,0.333333333,0.461103146,0.811120727,-0.914678073,0.820172911,0.566313303,-0.25,0.333333333,0.172808919,0.372820672,-2.044748858,0.479139785,0.274080273,-0.3,0.333333333,0.507296311,1.212850467,-0.548622182,1.166896009,0.31839957,-0.055555556,0.443071363,-0.457518343,0,-0.243888242,0.212581345,-0.531350482,-0.249710871,-1.244318182,-1.241758242,-1.2,0,-0.976958525,0,0,0,0,-0.828377505,-0.762065637,-0.830151154,-0.736111111
2/8/2018,0.84,0.300742617,0.763854278,-0.829104478,0.775354213,0.551525004,-0.518518519,0.791666667,0.524711386,0.811120727,-0.914678073,0.820172911,0.826612192,-0.25,0.814814815,0.144213895,0.372820672,-2.044748858,0.479139785,0.303973488,-0.3,0.75,0.469598703,1.212850467,-0.548622182,1.166896009,0.398629994,-0.055555556,0.334068934,-0.718956752,0,-0.509895227,-0.151843818,-0.501607717,0.044713633,-1.039772727,-1.038461538,-0.994285714,0,-0.815668203,0,0,0,0,-0.813510019,-0.750965251,-0.813842482,-0.731280193
2/9/2018,1.36,0.27832723,0.763854278,-0.829104478,0.775354213,0.735901991,-0.518518519,1.583333333,0.413151739,0.811120727,-0.914678073,0.820172911,0.927924749,-0.25,1.296296296,0.166408589,0.372820672,-2.044748858,0.479139785,0.346252469,-0.3,1.333333333,0.39231185,1.212850467,-0.548622182,1.166896009,0.451609533,-0.055555556,-0.00706043,-0.937908997,0,-0.623399302,-0.635574837,-0.381832797,3.149989251,-0.767045455,-0.796703297,-0.76,0,-0.788018433,0,0,0,0,-0.79217841,-0.75,-0.77645187,-0.714371981
2/10/2018,1.76,0.863077923,0.763854278,-0.829104478,0.775354213,0.190427185,-0.518518519,1.708333333,0.591262356,0.811120727,-0.914678073,0.820172911,0.427551477,-0.25,1.777777778,-0.405956436,0.372820672,-2.044748858,0.479139785,-0.496783048,-0.3,1.416666667,1.750776922,1.212850467,-0.548622182,1.166896009,-0.331711612,-0.055555556,-0.164607045,-1.052288583,0,-1.068102445,-1.323210412,-0.352090032,2.694408993,-0.818181818,-0.884615385,-0.925714286,0,-0.626728111,0,0,0,0,-0.828377505,-0.769305019,-0.84407319,-0.712560386
2/11/2018,0.76,0.938229356,0.763854278,-0.829104478,0.775354213,-0.498030244,-0.518518519,0.791666667,0.555949596,0.811120727,-0.914678073,0.820172911,-0.476836833,-0.25,0.925925926,-0.753019511,0.372820672,-2.044748858,0.479139785,-1.041535835,-0.3,0.708333333,2.32873936,1.212850467,-0.548622182,1.166896009,-1.015923709,-0.055555556,0.396734589,-0.673203115,0,-0.992433062,-1.091106291,-0.602893891,0.213524163,-1.136363636,-1.027472527,-1.234285714,0,-0.852534562,0,0,0,0,-0.854880414,-0.798262548,-0.893794749,-0.740338164
2/12/2018,0.68,0.260155368,0.763854278,-0.829104478,0.775354213,0.522132711,-0.518518519,0.625,0.402814457,0.811120727,-0.914678073,0.820172911,0.670612029,-0.25,0.814814815,0.218127387,0.372820672,-2.044748858,0.479139785,0.236735514,-0.3,0.583333333,0.729360897,1.212850467,-0.548622182,1.166896009,0.331965317,-0.055555556,0.470873671,-0.418299652,0,-0.420256112,-0.383947939,-0.539389068,-0.087446222,-1.119318182,-1.032967033,-1.211428571,0,-0.930875576,0,0,0,0,-0.822236587,-0.754826255,-0.822195704,-0.730072464
2/13/2018,0.64,0.18438794,0.763854278,-0.829104478,0.775354213,0.588462017,-0.518518519,0.666666667,0.366822606,0.811120727,-0.914678073,0.820172911,0.790981771,-0.25,0.777777778,0.178744709,0.372820672,-2.044748858,0.479139785,0.278934155,-0.3,0.666666667,0.621402513,1.212850467,-0.548622182,1.166896009,0.372364081,-0.055555556,0.064431219,-0.591502767,0,-0.526193248,0.010845987,-0.542604502,0.072637374,-0.835227273,-0.912087912,-0.862857143,0,-0.299539171,0,0,0,0,-0.800258565,-0.74034749,-0.787191726,-0.696859903
2/14/2018,1.24,0.179596865,0.763854278,-0.829104478,0.775354213,0.69604148,-0.518518519,1.125,-0.009695918,0.811120727,-0.914678073,0.820172911,0.725951163,-0.25,1.407407407,-0.347372768,0.372820672,-2.044748858,0.479139785,0.164817728,-0.3,1.25,0.92561816,1.212850467,-0.548622182,1.166896009,0.333980032,-0.055555556,-0.407325539,-1.284315228,0,-0.78346915,-0.869848156,-0.419614148,1.01577624,-0.590909091,-0.543956044,-0.611428571,0,-0.460829493,0,0,0,0,-0.782159017,-0.733108108,-0.76690533,-0.701690821
2/15/2018,0.2,-0.608466514,0.763854278,-0.829104478,0.775354213,-0.965403095,-0.518518519,0.166666667,-0.733833849,0.811120727,-0.914678073,0.820172911,-0.952275596,-0.25,0.296296296,-2.282337153,0.372820672,-2.044748858,0.479139785,-1.408703512,-0.3,0.083333333,1.701932171,1.212850467,-0.548622182,1.166896009,-1.343695435,-0.055555556,-0.684024293,-1.457518343,0,-1.228172293,-1.403470716,-0.561093248,0.477826185,-0.829545455,-0.708791209,-0.88,0,-1.520737327,0,0,0,0,-0.857142857,-0.785714286,-0.867541766,-0.717995169
